Month,Species,Category,Prescription type,Monthly prescriptions
07.2021,Poultry,All animals,All prescription types,62
07.2021,Poultry,All animals,Single treatments farm animals,1
07.2021,Poultry,All animals,Oral group treatments,58
07.2021,Dogs,All animals,All prescription types,21678
07.2021,Dogs,All animals,Single treatments companion animals,21678
07.2021,Rabbits,All animals,Dispensing on stock,17
07.2021,Rabbits,All animals,All prescription types,27
07.2021,Rabbits,All animals,Single treatments farm animals,5
07.2021,Rabbits,All animals,Oral group treatments,5
07.2021,Cats,All animals,All prescription types,27354
07.2021,Cats,All animals,Single treatments companion animals,27354
07.2021,Cattle,All animals,Dispensing on stock,13662
07.2021,Cattle,All animals,All prescription types,71376
07.2021,Cattle,All animals,Single treatments farm animals,57323
07.2021,Cattle,All animals,Oral group treatments,391
07.2021,Sheep,All animals,Dispensing on stock,196
07.2021,Sheep,All animals,All prescription types,841
07.2021,Sheep,All animals,Single treatments farm animals,645
07.2021,Pigs,All animals,Dispensing on stock,1505
07.2021,Pigs,All animals,All prescription types,2197
07.2021,Pigs,All animals,Single treatments farm animals,556
07.2021,Pigs,All animals,Oral group treatments,136
07.2021,Animal species nZO,All animals,Dispensing on stock,3188
07.2021,Animal species nZO,All animals,All prescription types,6205
07.2021,Animal species nZO,All animals,Single treatments companion animals,3017
07.2021,Goats,All animals,Dispensing on stock,89
07.2021,Goats,All animals,All prescription types,565
07.2021,Goats,All animals,Single treatments farm animals,475
07.2021,Goats,All animals,Oral group treatments,1
07.2021,All species,Pets,All prescription types,54115
07.2021,All species,Pets,Single treatments companion animals,54115
07.2021,Equids,Pets,All prescription types,2066
07.2021,Equids,Pets,Single treatments companion animals,2066
07.2021,Dogs,Pets,All prescription types,21678
07.2021,Dogs,Pets,Single treatments companion animals,21678
07.2021,Cats,Pets,All prescription types,27354
07.2021,Cats,Pets,Single treatments companion animals,27354
07.2021,Animal species nZO,Pets,All prescription types,3017
07.2021,Animal species nZO,Pets,Single treatments companion animals,3017
07.2021,All species,Farm animals,Dispensing on stock,18661
07.2021,All species,Farm animals,All prescription types,78333
07.2021,All species,Farm animals,Single treatments farm animals,59067
07.2021,All species,Farm animals,Oral group treatments,605
07.2021,Fish,Farm animals,Dispensing on stock,1
07.2021,Fish,Farm animals,All prescription types,15
07.2021,Fish,Farm animals,Oral group treatments,14
07.2021,Poultry,Farm animals,Dispensing on stock,3
07.2021,Poultry,Farm animals,All prescription types,62
07.2021,Poultry,Farm animals,Single treatments farm animals,1
07.2021,Poultry,Farm animals,Oral group treatments,58
07.2021,Rabbits,Farm animals,Dispensing on stock,17
07.2021,Rabbits,Farm animals,All prescription types,27
07.2021,Rabbits,Farm animals,Single treatments farm animals,5
07.2021,Rabbits,Farm animals,Oral group treatments,5
07.2021,Cattle,Farm animals,Dispensing on stock,13662
07.2021,Cattle,Farm animals,All prescription types,71376
07.2021,Cattle,Farm animals,Single treatments farm animals,57323
07.2021,Cattle,Farm animals,Oral group treatments,391
07.2021,Sheep,Farm animals,Dispensing on stock,196
07.2021,Sheep,Farm animals,All prescription types,841
07.2021,Sheep,Farm animals,Single treatments farm animals,645
07.2021,Pigs,Farm animals,Dispensing on stock,1505
07.2021,Pigs,Farm animals,All prescription types,2197
07.2021,Pigs,Farm animals,Single treatments farm animals,556
07.2021,Pigs,Farm animals,Oral group treatments,136
07.2021,Animal species nZO,Farm animals,Dispensing on stock,3188
07.2021,Animal species nZO,Farm animals,All prescription types,3188
07.2021,Goats,Farm animals,Dispensing on stock,89
07.2021,Goats,Farm animals,All prescription types,565
07.2021,Goats,Farm animals,Single treatments farm animals,475
07.2021,Goats,Farm animals,Oral group treatments,1
07.2021,Game animals,All animals,All prescription types,4
07.2021,Game animals,All animals,Single treatments farm animals,4
07.2021,Camelids,All animals,All prescription types,58
07.2021,Camelids,All animals,Single treatments farm animals,58
07.2021,Game animals,Farm animals,All prescription types,4
07.2021,Game animals,Farm animals,Single treatments farm animals,4
07.2021,Camelids,Farm animals,All prescription types,58
07.2021,Camelids,Farm animals,Single treatments farm animals,58
08.2021,All species,All animals,Dispensing on stock,18167
08.2021,All species,All animals,All prescription types,134645
08.2021,All species,All animals,Single treatments companion animals,54260
08.2021,All species,All animals,Single treatments farm animals,61566
08.2021,All species,All animals,Oral group treatments,652
08.2021,Equids,All animals,All prescription types,1959
08.2021,Equids,All animals,Single treatments companion animals,1959
08.2021,Fish,All animals,All prescription types,15
08.2021,Fish,All animals,Oral group treatments,15
08.2021,Poultry,All animals,Dispensing on stock,4
08.2021,Poultry,All animals,All prescription types,82
08.2021,Poultry,All animals,Oral group treatments,78
08.2021,Dogs,All animals,All prescription types,21431
08.2021,Dogs,All animals,Single treatments companion animals,21431
08.2021,Rabbits,All animals,Dispensing on stock,8
08.2021,Rabbits,All animals,All prescription types,18
08.2021,Rabbits,All animals,Single treatments farm animals,2
08.2021,Rabbits,All animals,Oral group treatments,8
08.2021,Cats,All animals,All prescription types,27830
08.2021,Cats,All animals,Single treatments companion animals,27830
08.2021,Cattle,All animals,Dispensing on stock,13126
08.2021,Cattle,All animals,All prescription types,73284
08.2021,Cattle,All animals,Single treatments farm animals,59743
08.2021,Cattle,All animals,Oral group treatments,415
08.2021,Sheep,All animals,Dispensing on stock,197
08.2021,Sheep,All animals,All prescription types,902
08.2021,Sheep,All animals,Single treatments farm animals,705
08.2021,Pigs,All animals,Dispensing on stock,1461
08.2021,Pigs,All animals,All prescription types,2163
08.2021,Pigs,All animals,Single treatments farm animals,567
08.2021,Pigs,All animals,Oral group treatments,135
08.2021,Animal species nZO,All animals,Dispensing on stock,3301
08.2021,Animal species nZO,All animals,All prescription types,6341
08.2021,Animal species nZO,All animals,Single treatments companion animals,3040
08.2021,Goats,All animals,Dispensing on stock,70
08.2021,Goats,All animals,All prescription types,533
08.2021,Goats,All animals,Single treatments farm animals,462
08.2021,Goats,All animals,Oral group treatments,1
08.2021,All species,Pets,All prescription types,54260
08.2021,All species,Pets,Single treatments companion animals,54260
08.2021,Equids,Pets,All prescription types,1959
08.2021,Equids,Pets,Single treatments companion animals,1959
08.2021,Dogs,Pets,All prescription types,21431
08.2021,Dogs,Pets,Single treatments companion animals,21431
08.2021,Cats,Pets,All prescription types,27830
08.2021,Cats,Pets,Single treatments companion animals,27830
08.2021,Animal species nZO,Pets,All prescription types,3040
08.2021,Animal species nZO,Pets,Single treatments companion animals,3040
08.2021,All species,Farm animals,Dispensing on stock,18167
08.2021,All species,Farm animals,All prescription types,80385
08.2021,All species,Farm animals,Single treatments farm animals,61566
08.2021,All species,Farm animals,Oral group treatments,652
08.2021,Fish,Farm animals,All prescription types,15
08.2021,Fish,Farm animals,Oral group treatments,15
08.2021,Poultry,Farm animals,Dispensing on stock,4
08.2021,Poultry,Farm animals,All prescription types,82
08.2021,Poultry,Farm animals,Oral group treatments,78
08.2021,Rabbits,Farm animals,Dispensing on stock,8
08.2021,Rabbits,Farm animals,All prescription types,18
08.2021,Rabbits,Farm animals,Single treatments farm animals,2
08.2021,Rabbits,Farm animals,Oral group treatments,8
08.2021,Cattle,Farm animals,Dispensing on stock,13126
08.2021,Cattle,Farm animals,All prescription types,73284
08.2021,Cattle,Farm animals,Single treatments farm animals,59743
08.2021,Cattle,Farm animals,Oral group treatments,415
08.2021,Sheep,Farm animals,Dispensing on stock,197
08.2021,Sheep,Farm animals,All prescription types,902
08.2021,Sheep,Farm animals,Single treatments farm animals,705
08.2021,Pigs,Farm animals,Dispensing on stock,1461
08.2021,Pigs,Farm animals,All prescription types,2163
08.2021,Pigs,Farm animals,Single treatments farm animals,567
08.2021,Pigs,Farm animals,Oral group treatments,135
08.2021,Animal species nZO,Farm animals,Dispensing on stock,3301
08.2021,Animal species nZO,Farm animals,All prescription types,3301
08.2021,Goats,Farm animals,Dispensing on stock,70
08.2021,Goats,Farm animals,All prescription types,533
08.2021,Goats,Farm animals,Single treatments farm animals,462
08.2021,Goats,Farm animals,Oral group treatments,1
08.2021,Camelids,All animals,All prescription types,87
08.2021,Camelids,All animals,Single treatments farm animals,87
08.2021,Camelids,Farm animals,All prescription types,87
08.2021,Camelids,Farm animals,Single treatments farm animals,87
09.2021,All species,All animals,Dispensing on stock,16984
09.2021,All species,All animals,All prescription types,133648
09.2021,All species,All animals,Single treatments companion animals,53893
09.2021,All species,All animals,Single treatments farm animals,62038
09.2021,All species,All animals,Oral group treatments,733
09.2021,Equids,All animals,All prescription types,1842
09.2021,Equids,All animals,Single treatments companion animals,1842
09.2021,Fish,All animals,All prescription types,12
09.2021,Fish,All animals,Oral group treatments,12
09.2021,Poultry,All animals,Dispensing on stock,5
09.2021,Poultry,All animals,All prescription types,91
09.2021,Poultry,All animals,Single treatments farm animals,3
09.2021,Poultry,All animals,Oral group treatments,83
09.2021,Dogs,All animals,All prescription types,21299
09.2021,Dogs,All animals,Single treatments companion animals,21299
09.2021,Rabbits,All animals,Dispensing on stock,9
09.2021,Rabbits,All animals,All prescription types,22
09.2021,Rabbits,All animals,Single treatments farm animals,2
09.2021,Rabbits,All animals,Oral group treatments,11
09.2021,Cats,All animals,All prescription types,27726
09.2021,Cats,All animals,Single treatments companion animals,27726
09.2021,Cattle,All animals,Dispensing on stock,12141
09.2021,Cattle,All animals,All prescription types,72881
09.2021,Cattle,All animals,Single treatments farm animals,60273
09.2021,Cattle,All animals,Oral group treatments,467
09.2021,Sheep,All animals,Dispensing on stock,243
09.2021,Sheep,All animals,All prescription types,973
09.2021,Sheep,All animals,Single treatments farm animals,730
09.2021,Pigs,All animals,Dispensing on stock,1496
09.2021,Pigs,All animals,All prescription types,2224
09.2021,Pigs,All animals,Single treatments farm animals,570
09.2021,Pigs,All animals,Oral group treatments,158
09.2021,Animal species nZO,All animals,Dispensing on stock,3023
09.2021,Animal species nZO,All animals,All prescription types,6049
09.2021,Animal species nZO,All animals,Single treatments companion animals,3026
09.2021,Goats,All animals,Dispensing on stock,67
09.2021,Goats,All animals,All prescription types,473
09.2021,Goats,All animals,Single treatments farm animals,404
09.2021,Goats,All animals,Oral group treatments,2
09.2021,All species,Pets,All prescription types,53893
09.2021,All species,Pets,Single treatments companion animals,53893
09.2021,Equids,Pets,All prescription types,1842
09.2021,Equids,Pets,Single treatments companion animals,1842
09.2021,Dogs,Pets,All prescription types,21299
09.2021,Dogs,Pets,Single treatments companion animals,21299
09.2021,Cats,Pets,All prescription types,27726
09.2021,Cats,Pets,Single treatments companion animals,27726
09.2021,Animal species nZO,Pets,All prescription types,3026
09.2021,Animal species nZO,Pets,Single treatments companion animals,3026
09.2021,All species,Farm animals,Dispensing on stock,16984
09.2021,All species,Farm animals,All prescription types,79755
09.2021,All species,Farm animals,Single treatments farm animals,62038
09.2021,All species,Farm animals,Oral group treatments,733
09.2021,Fish,Farm animals,All prescription types,12
09.2021,Fish,Farm animals,Oral group treatments,12
09.2021,Poultry,Farm animals,Dispensing on stock,5
09.2021,Poultry,Farm animals,All prescription types,91
09.2021,Poultry,Farm animals,Single treatments farm animals,3
09.2021,Poultry,Farm animals,Oral group treatments,83
09.2021,Rabbits,Farm animals,Dispensing on stock,9
09.2021,Rabbits,Farm animals,All prescription types,22
09.2021,Rabbits,Farm animals,Single treatments farm animals,2
09.2021,Rabbits,Farm animals,Oral group treatments,11
09.2021,Cattle,Farm animals,Dispensing on stock,12141
09.2021,Cattle,Farm animals,All prescription types,72881
09.2021,Cattle,Farm animals,Single treatments farm animals,60273
09.2021,Cattle,Farm animals,Oral group treatments,467
09.2021,Sheep,Farm animals,Dispensing on stock,243
